index,id,CAP,astroturf,fake_follower,financial,other,overall,self-declared,spammer,type
4662,58951368,0.8023863559365568,0.6,0.2,0.0,1.2,2.0,0.0,0.0,1
4663,616291520,0.7089830786080018,0.0,0.6,0.0,2.4,1.0,1.5,0.3,1
4664,17581754,0.6414184221423734,0.6,0.5,0.1,1.8,0.8,0.0,0.0,1
4665,13396002,0.793087009461318,2.8,2.9,0.0,2.2,1.9,0.0,0.0,1
4666,22733444,0.6414184221423734,1.6,0.3,0.0,1.0,0.8,0.0,0.0,1
4667,40607946,0.4197222421546159,0.6,0.3,0.0,1.2,0.4,0.2,0.0,1
4668,17266725,0.7668769621923945,1.0,0.4,0.0,0.8,1.4,0.0,0.0,1
4669,238662720,0.2263182996110987,0.1,0.0,0.0,1.4,0.0,0.0,0.0,1
4670,18131961,0.5027122940873614,1.9,0.2,0.0,1.2,0.6,0.0,0.0,1
4671,29860364,0.3626456412463227,0.7,0.3,0.0,0.8,0.3,0.0,0.0,1
4672,79893160,0.2263182996110987,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1
4673,715124802,0.3342309004634953,0.2,0.2,0.0,0.6,0.2,0.0,0.0,1
4674,27592116,0.5778862084370772,0.8,0.8,0.0,1.6,0.7,0.1,0.1,1
4675,176460689,0.5982419966968565,0.4,0.5,0.2,2.4,0.7,1.6,0.2,1
4676,17727893,0.0,0.2,0.2,0.0,0.8,0.0,0.0,0.0,1
4677,15945351,0.3912159239072283,0.7,0.2,0.0,1.1,0.4,0.0,0.0,1
4678,249185680,0.5742686032713971,0.4,0.3,0.0,2.3,0.6,0.8,0.0,1
4679,80042675,0.3342309004634953,0.2,0.2,0.0,1.0,0.2,0.0,0.0,1
4680,225190303,0.6004883262510591,0.2,1.1,0.0,1.7,0.8,1.0,0.1,1
4681,185739738,0.5539725719744064,1.2,1.0,0.0,1.4,0.6,0.0,0.1,1
4682,35147909,0.2520419704315795,0.2,0.3,0.0,0.6,0.1,0.0,0.0,1
4683,66561886,0.5488888157824968,0.3,0.6,0.0,2.2,0.6,0.3,0.3,1
4684,1433730727,0.3061880724897508,0.2,0.0,0.0,0.8,0.2,0.0,0.0,1
4685,947255846,0.3061880724897508,0.4,0.2,0.0,0.6,0.2,0.0,0.0,1
4686,31119337,0.2787259978325127,0.2,0.4,0.0,0.2,0.2,0.0,0.0,1
4687,116362700,0.6763619064808265,0.2,0.2,0.0,0.8,1.0,0.0,0.0,1
4688,5248441,0.2787259978325127,0.1,0.2,0.0,0.8,0.2,0.0,0.0,1
4689,230567975,0.4756769663222349,0.6,0.2,0.0,0.8,0.5,0.0,0.0,1
4690,381520159,0.6207049850511144,0.0,0.6,0.0,2.0,0.8,0.1,0.3,1
4691,398502177,0.2884638969541196,0.2,0.0,0.0,1.4,0.2,0.0,0.0,1
4692,105438860,0.760577756485164,0.6,0.2,0.0,1.4,1.2,0.0,0.0,1
4693,99749614,0.7334998320027682,0.2,0.6,0.0,2.2,1.1,0.0,0.6,1
4694,483656289,0.5488888157824968,0.4,0.4,0.0,2.0,0.6,0.0,0.0,1
4695,264058981,0.2263182996110987,0.6,0.1,0.0,1.0,0.0,0.0,0.0,1
4696,70155097,0.6207049850511144,0.0,0.0,0.0,1.3,0.8,0.0,0.0,1
4697,163082695,0.7089830786080018,0.2,0.4,0.0,1.9,1.0,0.4,0.0,1
4698,131948686,0.2263182996110987,0.0,0.1,0.0,0.4,0.0,0.0,0.0,1
4699,355708717,0.7287106185584935,0.6,0.2,0.1,1.9,1.2,0.0,0.0,1
4700,327887468,0.5222398722127631,0.4,0.0,0.0,1.4,0.6,0.0,0.0,1
4701,82721258,0.7939576449836836,1.4,2.9,0.1,2.8,2.0,1.2,0.3,1
4702,3226973946,0.659646495284545,0.9,0.2,0.1,2.0,0.9,0.0,0.1,1
4703,467047990,0.7989890411370751,0.8,3.1,0.1,3.6,3.6,1.6,0.8,1
4704,126573583,0.7897432630001835,0.0,0.1,0.1,2.6,1.6,0.0,0.0,1
4705,129925143,0.6784864269642225,0.2,0.7,0.2,2.0,0.9,1.6,0.4,1
4706,71308607,0.3626456412463227,0.1,0.1,0.0,1.0,0.3,0.0,0.0,1
4707,607281049,0.4197222421546159,0.1,0.2,0.0,1.2,0.4,0.0,0.0,1
4708,107474787,0.3626456412463227,0.2,0.3,0.0,1.0,0.3,0.1,0.0,1
4709,31355401,0.4479465575931997,0.4,0.2,0.0,0.8,0.4,0.0,0.0,1
4710,52977655,0.4197222421546159,0.0,0.2,0.0,0.9,0.4,0.0,0.0,1
4711,305694283,0.3912159239072283,0.2,0.6,0.0,1.1,0.4,0.0,0.0,1
4712,434698674,0.6207049850511144,0.2,0.6,0.0,1.4,0.8,0.0,0.2,1
4713,3192923899,0.2520419704315795,0.0,0.4,0.0,0.9,0.1,0.0,0.0,1
4714,425566836,0.5778862084370772,0.3,2.2,0.1,2.6,0.7,0.6,0.5,1
4715,385809041,0.9158377984126878,0.2,3.3,2.1,4.8,4.8,4.4,1.0,1
4716,272250951,0.2787259978325127,0.0,0.0,0.0,0.6,0.2,0.0,0.0,1
4717,233924133,0.6004883262510591,0.4,0.2,0.0,1.0,0.8,0.0,0.0,1
4718,142753911,0.3061880724897508,0.3,0.4,0.0,1.0,0.2,0.0,0.2,1
4719,230288829,0.7334998320027682,0.3,0.4,0.0,1.6,1.1,0.0,0.0,1
4720,47132215,0.8045992970534486,0.2,0.0,0.0,0.8,2.2,0.0,0.0,1
4721,56312411,0.6763619064808265,0.4,0.2,0.0,1.2,1.0,0.0,0.0,1
4722,701607056,0.6414184221423734,0.4,0.6,0.1,2.2,0.8,1.0,0.0,1
4723,973277052,0.6608500314332488,0.1,0.3,0.0,1.2,0.8,0.1,0.0,1
4724,202220952,0.7334998320027682,0.1,0.2,0.0,1.2,1.1,0.0,0.0,1
4725,169243528,0.2787259978325127,0.0,0.4,0.0,0.4,0.2,0.0,0.2,1
4726,66561957,0.3061880724897508,0.0,0.1,0.0,0.5,0.2,0.0,0.0,1
4727,111313208,0.6945161422354588,0.2,0.4,0.0,1.0,1.0,0.0,0.1,1
4728,14689295,0.7852210697594887,0.3,0.5,0.0,2.4,1.6,2.2,0.2,1
4729,54866152,0.7384783166429812,0.2,0.9,0.0,2.7,1.2,0.4,0.8,1
4730,48359478,0.7437205366967014,0.2,0.6,0.1,2.3,1.2,0.1,0.2,1
4731,501774653,0.2884638969541196,0.0,0.0,0.0,0.2,0.2,0.0,0.0,1
4732,1653237805,0.4479465575931997,0.6,0.0,0.0,1.7,0.4,0.0,0.0,1
4733,42443574,0.5742686032713971,0.3,0.0,0.0,1.2,0.6,0.0,0.0,1
4734,163582516,0.7759887465100499,2.0,3.5,0.0,3.2,1.5,1.8,0.2,1
4735,25970603,0.0,0.8,0.2,0.0,0.3,0.0,0.0,0.0,1
4736,143672012,0.4658392474232361,0.4,1.2,0.0,1.6,0.4,0.1,0.1,1
4737,298516405,0.2787259978325127,0.2,0.1,0.0,1.1,0.2,0.0,0.0,1
4738,284528252,0.3173945013556645,0.0,0.0,0.0,0.4,0.2,0.0,0.0,1
4739,38802447,0.4756769663222349,0.6,0.1,0.0,1.0,0.5,0.0,0.1,1
4740,111936162,0.3626456412463227,0.4,0.2,0.0,0.6,0.3,0.0,0.1,1
4741,128351854,0.7733457112766196,0.4,0.3,0.0,3.3,1.4,0.2,0.2,1
4742,25937606,0.6414184221423734,1.2,0.4,0.0,1.2,0.8,0.0,0.0,1
4743,25845428,0.4756769663222349,0.6,0.1,0.0,1.3,0.5,0.0,0.0,1
4744,34177542,0.4756769663222349,0.0,0.9,0.0,2.0,0.5,0.6,0.2,1
4745,222365692,0.5778862084370772,0.2,0.1,0.0,1.0,0.7,0.0,0.0,1
4746,76858507,0.7546218700467833,0.1,0.9,0.0,1.1,1.3,0.0,0.1,1
4747,3138637447,0.5027122940873614,0.2,0.1,0.0,1.0,0.6,0.2,0.0,1
4748,98874780,0.6784864269642225,0.2,0.9,0.0,2.3,0.9,1.6,0.0,1
4749,22575307,0.3626456412463227,0.1,0.4,0.0,1.3,0.3,0.0,0.0,1
4750,1106697014,0.4365081483009443,0.0,0.4,0.0,1.4,0.4,0.0,0.1,1
4751,20772763,0.3626456412463227,0.8,0.0,0.0,0.6,0.3,0.0,0.0,1
4752,35376762,0.2520419704315795,0.0,0.2,0.0,0.6,0.1,0.0,0.0,1
4753,2439098062,0.4197222421546159,0.4,0.0,0.0,0.8,0.4,0.0,0.0,1
4754,794126426,0.4756769663222349,0.1,1.1,0.0,1.2,0.5,0.0,0.0,1
4755,341852821,0.4197222421546159,0.2,0.8,0.0,1.5,0.4,0.0,0.0,1
4756,30614676,0.3626456412463227,0.1,0.3,0.0,1.6,0.3,0.1,0.0,1
4757,135235142,0.5778862084370772,0.4,0.3,0.0,1.5,0.7,0.0,0.3,1
4758,388861264,0.6784864269642225,0.2,0.8,0.0,2.3,0.9,0.0,0.0,1
4759,102406191,0.7437205366967014,0.0,0.3,0.0,2.2,1.2,0.2,0.2,1
4760,119744178,0.7334998320027682,0.3,0.4,0.0,2.2,1.1,0.0,0.0,1
4761,25038085,0.3626456412463227,0.2,1.2,0.0,0.5,0.3,0.5,0.0,1
4762,60025762,0.7470839770895665,0.6,0.2,0.0,1.5,1.2,0.0,0.0,1
4763,262137017,0.6414184221423734,0.2,1.2,0.0,2.6,0.8,0.6,0.1,1
4764,69593795,0.8052176344738626,0.6,1.9,0.3,3.2,3.2,1.3,0.9,1
4765,32660559,0.7717813288270262,1.6,1.6,0.2,2.2,1.4,0.2,0.4,1
4766,166221011,0.4365081483009443,0.0,1.6,0.0,2.2,0.4,1.8,0.2,1
4767,70360570,0.760577756485164,1.0,1.4,0.0,2.0,1.2,0.2,0.5,1
4768,28641033,0.5742686032713971,0.4,0.2,0.0,0.4,0.6,0.0,0.0,1
4769,17358768,0.7384783166429812,0.2,0.7,0.0,2.0,1.2,1.0,0.0,1
4770,133880286,0.7874002196908744,0.8,0.4,0.0,1.2,1.7,0.1,0.2,1
4771,69610339,0.3061880724897508,0.3,0.2,0.0,0.8,0.2,0.0,0.2,1
4772,124879050,0.6608500314332488,0.4,0.8,0.1,2.5,0.8,0.0,0.4,1
4773,966204836,0.2520419704315795,1.0,0.2,0.0,0.2,0.1,0.0,0.0,1
4774,56783491,0.2787259978325127,0.2,0.2,0.0,0.5,0.2,0.0,0.0,1
4775,80837321,0.6415870166679795,0.4,0.0,0.0,1.2,0.8,0.0,0.0,1
4776,80700514,0.4756769663222349,0.2,0.0,0.0,0.8,0.5,0.0,0.0,1
4777,64727628,0.5778862084370772,0.1,1.7,0.0,2.2,0.7,1.8,0.1,1
4778,58521139,0.6207049850511144,0.8,2.1,0.0,1.7,0.8,0.0,0.4,1
4779,19540949,0.3626456412463227,1.0,0.4,0.1,0.8,0.3,0.0,0.0,1
4780,142763894,0.5488888157824968,0.2,0.2,0.0,1.1,0.6,0.0,0.0,1
4781,157034224,0.3469210182245441,0.1,0.8,0.0,2.0,0.2,0.1,0.0,1
4782,40589808,0.4479465575931997,0.3,0.4,0.0,1.0,0.4,0.0,0.0,1
4783,291687730,0.760577756485164,0.2,1.0,0.0,2.2,1.2,1.4,0.3,1
4784,118626543,0.2787259978325127,0.8,0.1,0.0,0.6,0.2,0.3,0.0,1
4785,32853980,0.6414184221423734,0.9,3.0,0.0,3.0,0.8,1.6,0.6,1
4786,99918503,0.5027122940873614,0.3,0.6,0.0,2.1,0.6,0.3,0.1,1
4787,120998613,0.3626456412463227,0.2,0.0,0.0,1.0,0.3,0.0,0.0,1
4788,5520952,0.5539725719744064,0.3,0.2,0.0,1.4,0.6,0.0,0.0,1
4789,90836187,0.7089830786080018,0.2,0.4,0.0,1.8,1.0,0.0,0.0,1
4790,4101221,0.6784864269642225,0.0,0.2,0.0,1.6,0.9,0.1,0.0,1
4791,97837399,0.2520419704315795,0.4,0.1,0.0,0.4,0.1,0.0,0.0,1
4792,201321130,0.5222398722127631,0.4,0.6,0.0,1.6,0.6,0.0,0.0,1
4793,18566247,0.5027122940873614,2.4,1.8,0.0,1.0,0.6,0.0,0.0,1
4794,17537467,0.7717813288270262,2.0,0.1,0.0,1.1,1.4,0.0,0.0,1
4795,130496393,0.4756769663222349,0.2,1.0,0.0,1.7,0.5,0.1,0.2,1
4796,34946355,0.7828265255249504,0.2,0.4,0.0,3.2,1.4,1.2,0.0,1
4797,23464695,0.2520419704315795,0.6,0.2,0.0,0.5,0.1,0.0,0.0,1
4798,356139621,0.5742686032713971,0.2,0.8,0.0,1.4,0.6,0.3,0.0,1
4799,162132294,0.6945161422354588,0.1,0.0,0.0,1.2,1.0,0.0,0.0,1
4800,44946572,0.8091273704655436,0.5,1.1,0.0,3.7,3.7,1.5,0.0,1
4801,2277973350,0.2520419704315795,0.1,0.3,0.0,1.0,0.1,0.0,0.0,1
4802,305085584,0.5742686032713971,0.0,0.4,0.0,1.2,0.6,0.0,0.1,1
4803,75481484,0.5222398722127631,0.0,0.4,0.0,1.2,0.6,0.2,0.1,1
4804,175541135,0.5982419966968565,0.2,0.0,0.0,2.2,0.7,0.0,0.0,1
4805,18055737,0.2787259978325127,0.3,0.2,0.0,1.2,0.2,0.0,0.0,1
4806,267390486,0.7920317685697057,1.4,2.9,0.4,2.4,1.8,2.1,1.4,1
4807,18374131,0.7759887465100499,0.8,0.2,0.1,1.7,1.5,0.0,0.0,1
4808,38536306,0.7287106185584935,0.2,0.4,0.2,0.6,1.2,0.0,0.0,1
4809,255388236,0.621687023966582,0.6,0.2,0.0,0.8,0.8,0.0,0.1,1
4810,82776021,0.7437205366967014,0.0,1.4,0.0,3.0,1.2,1.8,0.3,1
4811,1064042478,0.4197222421546159,0.6,0.4,0.0,0.8,0.4,0.0,0.0,1
4812,40511475,0.2520419704315795,0.0,0.8,0.0,0.4,0.1,0.2,0.2,1
4813,308094016,0.7865642668428161,0.2,0.8,0.0,2.8,1.5,1.0,0.9,1
4814,80306410,0.7527121552274618,1.4,0.6,0.0,1.9,1.2,0.0,0.0,1
4815,282705059,0.5982419966968565,0.6,0.5,0.0,2.2,0.7,0.0,0.0,1
4816,114096191,0.816204310368583,0.0,1.5,0.4,4.1,4.1,2.7,1.0,1
4817,13653812,0.6608500314332488,0.2,0.2,0.0,1.6,0.8,0.0,0.0,1
4818,100510962,0.2520419704315795,0.0,0.2,0.0,0.2,0.1,0.0,0.1,1
4819,475671755,0.5027122940873614,0.2,0.6,0.0,1.6,0.6,0.0,0.0,1
4820,84553460,0.7334998320027682,0.3,0.6,0.2,2.0,1.1,0.0,0.0,1
4821,22322638,0.8035432096295109,1.3,1.5,0.0,2.7,2.0,0.0,0.0,1
4822,81974865,0.7874002196908744,1.0,2.8,0.2,2.2,1.7,0.0,0.6,1
4823,18133405,0.3061880724897508,0.8,0.2,0.0,0.9,0.2,0.0,0.0,1
4824,86565815,0.4479465575931997,0.2,0.2,0.0,0.7,0.4,0.0,0.0,1
4825,249950365,0.7470839770895665,0.6,1.8,0.1,1.8,1.2,1.1,0.5,1
4826,313589997,0.7089830786080018,0.2,0.1,0.0,0.7,1.0,0.0,0.0,1
4827,967748192,0.5982419966968565,0.4,0.4,0.0,2.2,0.7,0.0,0.0,1
4828,23976874,0.5288664776112156,0.6,0.8,0.0,1.0,0.6,0.0,0.0,1
4829,223558355,0.5488888157824968,0.1,0.2,0.0,1.4,0.6,0.0,0.0,1
4830,39922782,0.5288664776112156,0.4,0.6,0.0,1.4,0.6,0.0,0.0,1
4831,115229499,0.6915799517497913,0.4,0.8,0.0,1.4,1.0,0.2,0.1,1
4832,2500955780,0.7968599400514179,0.2,0.2,0.0,1.8,2.9,0.0,0.0,1
4833,289008988,0.7717813288270262,0.3,1.6,0.0,3.3,1.4,2.8,0.6,1
4834,393028587,0.2520419704315795,0.4,0.3,0.0,0.6,0.1,0.0,0.0,1
4835,472546062,0.5288664776112156,0.1,0.4,0.0,2.2,0.6,0.4,0.2,1
4836,21054053,0.799570188835745,0.5,0.1,0.0,1.2,1.8,0.0,0.0,1
4837,15316815,0.2787259978325127,0.4,0.2,0.0,0.4,0.2,0.0,0.0,1
4838,180990597,0.799570188835745,0.4,0.2,0.0,1.2,1.8,0.0,0.0,1
4839,213745334,0.7865642668428161,0.1,0.4,0.0,1.2,1.5,0.0,0.0,1
4840,14380925,0.8060512678410475,0.2,0.8,1.2,3.4,3.4,1.1,0.6,1
4841,95465386,0.3342309004634953,0.5,0.4,0.0,1.5,0.2,0.1,0.0,1
4842,15749825,0.2263182996110987,0.1,0.2,0.0,0.4,0.0,0.0,0.0,1
4843,2796712523,0.40673978557586,0.6,1.4,0.0,1.6,0.4,0.0,0.0,1
4844,586010829,0.4365081483009443,0.2,0.3,0.0,0.9,0.4,0.2,0.0,1
4845,17105248,0.7437205366967014,0.1,1.6,0.1,2.0,1.2,1.0,0.6,1
4846,362602301,0.3626456412463227,0.2,0.0,0.0,1.1,0.3,0.0,0.0,1
4847,90086871,0.6414184221423734,1.0,1.6,0.0,1.8,0.8,0.0,0.2,1
4848,23559108,0.7470839770895665,0.0,0.5,0.0,2.0,1.2,0.1,0.2,1
4849,39600564,0.7784494983408411,0.1,0.0,0.0,0.8,1.4,0.0,0.0,1
4850,42328778,0.8021481695167405,0.0,0.8,0.1,3.8,3.8,3.2,0.8,1
4851,18055279,0.2520419704315795,0.2,0.0,0.0,0.6,0.1,0.0,0.0,1
4852,3324117014,0.2787259978325127,0.0,0.2,0.0,0.5,0.2,0.0,0.0,1
4853,329746058,0.3626456412463227,0.4,0.0,0.0,0.6,0.3,0.0,0.0,1
4854,171468523,0.760577756485164,0.3,0.1,0.2,1.2,1.2,0.0,0.0,1
4855,194064099,0.7897432630001835,1.0,0.6,0.4,2.8,1.6,0.0,0.2,1
4856,259925559,0.2787259978325127,0.0,0.1,0.0,0.4,0.2,0.0,0.0,1
4857,34430522,0.3626456412463227,0.0,0.2,0.0,0.2,0.3,0.0,0.0,1
4858,95439391,0.6945161422354588,0.2,0.0,0.0,1.4,1.0,0.0,0.0,1
4859,248585481,0.3061880724897508,0.0,0.2,0.0,1.2,0.2,0.0,0.1,1
4860,479371480,0.4756769663222349,1.2,1.4,0.0,1.2,0.5,0.0,0.0,1
4861,206915543,0.4365081483009443,0.2,0.2,0.0,1.5,0.4,0.0,0.0,1
4862,18785430,0.7852210697594887,0.4,1.4,0.6,2.5,1.6,1.0,0.8,1
4863,228009789,0.7089830786080018,0.0,0.0,0.0,1.4,1.0,0.0,0.0,1
4864,1359277818,0.5288664776112156,0.1,0.2,0.0,1.0,0.6,0.0,0.0,1
4865,55712033,0.7967206940193189,0.5,1.4,0.4,3.3,3.3,2.8,0.4,1
4866,30047168,0.779581525363529,0.0,0.6,0.0,2.3,1.6,1.1,0.0,1
4867,265483421,0.2787259978325127,0.1,0.2,0.0,0.8,0.2,0.0,0.0,1
4868,41364508,0.6414184221423734,0.4,0.0,0.0,1.0,0.8,0.2,0.0,1
4869,161199279,0.7219510972984345,0.0,0.6,0.0,2.2,1.0,2.2,0.5,1
4870,23641580,0.3061880724897508,0.7,0.0,0.0,0.8,0.2,0.0,0.0,1
4871,76294950,0.7733457112766196,0.2,0.0,0.2,1.1,1.4,0.0,0.0,1
4872,41036429,0.2787259978325127,0.1,0.1,0.0,0.6,0.2,0.0,0.0,1
4873,24530836,0.5778862084370772,0.2,0.6,0.0,1.3,0.7,0.7,0.2,1
4874,93950314,0.5778862084370772,0.0,1.3,0.0,1.3,0.7,0.0,0.5,1
4875,22109593,0.2787259978325127,0.4,0.0,0.0,0.3,0.2,0.0,0.0,1
4876,465219474,0.6945161422354588,0.2,0.2,0.0,2.4,1.0,0.1,0.3,1
4877,2173631072,0.6415870166679795,0.3,0.3,0.1,1.8,0.8,2.3,0.2,1
4878,92189384,0.6004883262510591,0.2,1.0,0.0,0.8,0.8,0.1,0.2,1
4879,376420687,0.6608500314332488,0.2,0.2,0.0,0.5,0.8,0.0,0.0,1
4880,121285905,0.4658392474232361,0.2,0.2,0.0,1.0,0.4,0.0,0.0,1
4881,350224247,0.2520419704315795,0.4,0.1,0.0,1.1,0.1,0.0,0.0,1
4882,91357577,0.4658392474232361,0.0,0.0,0.0,1.3,0.4,0.0,0.0,1
4883,149590738,0.3061880724897508,0.2,0.4,0.0,0.6,0.2,0.0,0.0,1
4884,192685104,0.6207049850511144,0.2,0.4,0.0,1.1,0.8,0.0,0.0,1
4885,23839835,0.7717813288270262,2.2,0.6,0.0,1.5,1.4,0.0,0.0,1
4886,1492538024,0.7176911080698488,0.4,0.5,0.0,1.2,1.1,0.0,0.0,1
4887,27195114,0.6004883262510591,0.2,0.4,0.0,1.2,0.8,0.0,0.0,1
4888,190906140,0.4197222421546159,1.1,1.7,0.0,1.2,0.4,0.0,0.0,1
4889,464353133,0.40673978557586,0.0,0.2,0.0,1.2,0.4,0.0,0.0,1
4890,6974622,0.2787259978325127,0.3,0.0,0.0,0.8,0.2,0.0,0.0,1
4891,625703560,0.4944907274828369,0.3,0.1,0.0,0.8,0.5,0.0,0.1,1
4892,466127190,0.7897432630001835,0.0,1.0,0.2,2.3,1.6,0.4,0.5,1
4893,101986616,0.6763619064808265,0.4,1.0,0.0,2.4,1.0,1.7,0.4,1
4894,200607665,0.779581525363529,0.4,2.6,0.4,2.7,1.6,2.8,1.0,1
4895,30689667,0.2520419704315795,0.3,0.1,0.0,0.6,0.1,0.0,0.0,1
4896,18130749,0.796599114745521,0.6,1.6,0.8,3.2,3.2,2.0,0.4,1
4897,34173127,0.3912159239072283,1.0,0.4,0.0,1.0,0.4,0.0,0.0,1
4898,575294056,0.2333243237063545,0.4,0.2,0.0,0.2,0.0,0.0,0.0,1
4899,133334402,0.5488888157824968,0.3,0.1,0.0,0.7,0.6,0.0,0.0,1
4900,176803724,0.6945161422354588,0.2,0.4,0.0,1.8,1.0,1.6,0.2,1
4901,54951973,0.3061880724897508,1.0,0.4,0.0,1.1,0.2,0.0,0.1,1
4902,38281921,0.5027122940873614,0.8,1.0,0.1,1.8,0.6,0.2,0.0,1
4903,89003506,0.7920317685697057,0.7,1.6,0.4,2.8,1.8,1.4,0.3,1
4904,1136574486,0.8082278383974655,1.9,3.6,0.1,3.4,3.6,0.4,0.4,1
4905,75050496,0.2520419704315795,0.4,0.2,0.0,0.6,0.1,0.0,0.0,1
4906,308716304,0.2520419704315795,0.2,0.2,0.0,1.0,0.1,0.0,0.0,1
4907,84282385,0.7897432630001835,0.6,0.1,0.0,1.6,1.6,0.0,0.0,1
4908,237845487,0.4479465575931997,1.0,0.4,0.0,1.1,0.4,0.0,0.2,1
4909,107318424,0.3061880724897508,0.4,0.2,0.0,0.4,0.2,0.0,0.0,1
4910,873755605,0.376789963905683,0.0,0.4,0.0,1.8,0.3,0.1,0.0,1
4911,50374439,0.4756769663222349,0.4,0.6,0.0,1.8,0.5,0.8,0.0,1
4912,76011258,0.4365081483009443,0.4,0.0,0.0,0.9,0.4,0.0,0.0,1
4913,272175633,0.6763619064808265,2.7,2.7,0.1,2.2,1.0,0.0,0.0,1
4914,130954824,0.4197222421546159,0.2,1.0,0.0,2.4,0.4,0.6,0.4,1
4915,96941094,0.4197222421546159,1.0,0.0,0.0,1.4,0.4,0.0,0.0,1
4916,19107878,0.3912159239072283,1.6,0.4,0.0,1.2,0.4,0.0,0.0,1
4917,149733596,0.2263182996110987,0.1,0.0,0.0,0.6,0.0,0.0,0.0,1
4918,18210908,0.3626456412463227,0.1,0.4,0.0,1.6,0.3,0.0,0.0,1
4919,122933342,0.7287106185584935,1.1,2.4,0.0,1.8,1.2,0.0,0.2,1
4920,56169454,0.4197222421546159,1.0,0.3,0.0,1.2,0.4,0.0,0.0,1
4921,135039839,0.2787259978325127,0.8,0.0,0.0,1.0,0.2,0.0,0.0,1
4922,23003978,0.2520419704315795,0.8,0.1,0.0,0.9,0.1,0.0,0.0,1
4923,15965886,0.8006881983123656,0.1,0.4,0.0,2.3,1.8,0.8,0.2,1
4924,70722719,0.3912159239072283,0.9,0.6,0.0,0.6,0.4,0.0,0.0,1
4925,102160486,0.2263182996110987,0.0,0.2,0.0,0.5,0.0,0.0,0.0,1
4926,190230719,0.40673978557586,0.0,0.8,0.0,0.8,0.4,0.0,0.0,1
4927,1089732602,0.6608500314332488,0.1,0.0,0.0,0.8,0.8,0.0,0.0,1
4928,86613184,0.2520419704315795,0.4,0.2,0.0,0.6,0.1,0.0,0.0,1
4929,116082971,0.7674214324358889,0.2,0.1,0.0,2.7,1.3,0.0,0.0,1
4930,155620016,0.6414184221423734,0.2,0.8,0.0,2.2,0.8,0.2,0.0,1
4931,1285980817,0.8091273704655436,1.8,3.7,0.0,2.7,3.7,0.0,0.2,1
4932,1673820865,0.3061880724897508,0.6,0.3,0.0,0.7,0.2,0.0,0.0,1
4933,19477583,0.7053377817049258,2.2,0.4,0.1,1.4,1.0,0.0,0.0,1
4934,16438898,0.7826357858330618,3.2,2.5,0.0,2.0,1.6,0.2,0.1,1
4935,555393138,0.3342309004634953,0.4,0.2,0.0,0.3,0.2,0.0,0.0,1
4936,204742161,0.5742686032713971,0.0,0.0,0.0,1.0,0.6,0.0,0.0,1
4937,114755833,0.6414184221423734,0.7,0.4,0.0,1.7,0.8,0.0,0.0,1
4938,43931199,0.2787259978325127,0.6,0.2,0.0,0.6,0.2,0.0,0.0,1
4939,1156338067,0.6004883262510591,0.3,0.9,0.0,1.3,0.8,0.9,0.9,1
4940,166772945,0.7828265255249504,0.6,0.4,0.0,2.8,1.4,1.3,0.0,1
4941,206336873,0.7865642668428161,0.4,0.6,0.3,2.6,1.5,0.4,0.1,1
4942,219243547,0.3912159239072283,0.0,0.2,0.0,1.2,0.4,0.4,0.0,1
4943,117194788,0.5742686032713971,0.2,0.1,0.0,1.0,0.6,0.0,0.0,1
4944,118473167,0.5982419966968565,0.1,0.0,0.0,0.8,0.7,0.0,0.0,1
4945,2418100549,0.3061880724897508,0.0,0.1,0.0,0.6,0.2,0.0,0.0,1
4946,35400566,0.3626456412463227,0.2,0.2,0.0,0.6,0.3,0.0,0.0,1
4947,54829997,0.5539725719744064,0.3,0.1,0.0,1.0,0.6,0.0,0.0,1
4948,37294647,0.2520419704315795,0.6,0.0,0.0,0.6,0.1,0.0,0.0,1
4949,18518096,0.3912159239072283,0.2,0.2,0.0,0.6,0.4,0.0,0.0,1
4950,72696358,0.7784494983408411,0.0,0.3,0.0,2.0,1.4,1.8,0.2,1
4951,102817149,0.7947108099739177,0.3,0.2,0.0,1.4,1.6,0.1,0.0,1
4952,1321147820,0.7865642668428161,0.1,0.6,0.0,2.0,1.5,0.4,0.8,1
4953,141664648,0.7546218700467833,1.2,1.4,0.0,2.1,1.3,0.1,0.0,1
4954,90570778,0.779581525363529,1.8,2.8,0.0,1.8,1.6,0.2,0.0,1
4955,54643087,0.7334998320027682,0.0,0.2,0.0,1.8,1.1,0.0,0.0,1
4956,153619589,0.6207049850511144,0.2,0.0,0.0,0.4,0.8,0.0,0.0,1
4957,522704732,0.3912159239072283,0.4,0.1,0.2,0.6,0.4,0.0,0.0,1
4958,124491549,0.5488888157824968,0.2,0.0,0.0,0.6,0.6,0.0,0.0,1
4959,580766593,0.4197222421546159,0.4,0.0,0.0,1.0,0.4,0.0,0.0,1
4960,25189441,0.923535423667034,0.6,2.7,1.3,4.8,4.8,2.5,0.6,1
4961,364805693,0.6784864269642225,1.0,0.3,0.0,0.9,0.9,0.0,0.0,1
4962,17225211,0.7892294694438972,0.6,0.2,0.0,2.0,1.8,0.1,0.0,1
4963,5709522,0.7865642668428161,0.8,0.8,0.0,0.8,1.5,0.0,0.0,1
4964,14502233,0.5222398722127631,0.6,0.0,0.0,1.4,0.6,0.0,0.0,1
